timestamp,user_id,search_query,browser,os,referrer
2025-06-07 16:17:37,user_803,buy shoes online,Opera,Windows,direct
2025-06-03 20:51:01,user_1363,hadoop vs spark,Edge,Android,email
2025-06-05 20:48:41,user_481,python mapreduce tutorial,Edge,Windows,ad
2025-06-04 05:14:45,user_3728,weather tomorrow,Edge,iOS,ad
2025-06-02 21:05:16,user_1556,weather tomorrow,Firefox,Windows,organic
2025-06-07 13:55:32,user_500,flights to new york,Chrome,Windows,organic
2025-06-06 18:52:28,user_4120,machine learning course,Firefox,Windows,organic
2025-06-01 23:20:02,user_1523,best pizza near me,Opera,Windows,email
2025-06-05 21:36:29,user_983,data science jobs,Firefox,iOS,organic
2025-06-01 11:34:32,user_672,hadoop vs spark,Opera,iOS,organic
2025-06-04 20:08:57,user_2137,news today,Safari,MacOS,social
2025-06-05 19:16:51,user_1073,weather tomorrow,Edge,Linux,direct
2025-06-01 02:42:47,user_3755,data science jobs,Opera,Windows,direct
2025-06-07 12:35:50,user_1747,machine learning course,Safari,MacOS,social
2025-06-01 20:02:12,user_2002,flights to new york,Safari,MacOS,ad
2025-06-07 14:13:25,user_2479,data science jobs,Opera,Windows,organic
2025-06-04 15:12:01,user_849,python mapreduce tutorial,Safari,Windows,direct
2025-06-07 17:08:17,user_1274,weather tomorrow,Safari,iOS,email
2025-06-05 03:52:16,user_1668,weather tomorrow,Opera,Android,social
2025-06-01 14:47:46,user_757,hadoop vs spark,Safari,Windows,direct
2025-06-05 01:09:19,user_1072,weather tomorrow,Firefox,Android,organic
2025-06-06 04:34:22,user_4595,buy shoes online,Chrome,Windows,email
2025-06-07 14:54:52,user_296,flights to new york,Opera,iOS,email
2025-06-06 05:11:04,user_1045,buy shoes online,Safari,Linux,direct
2025-06-05 08:13:10,user_1721,news today,Chrome,Linux,organic
2025-06-05 22:21:57,user_1267,news today,Firefox,MacOS,ad
2025-06-01 07:13:10,user_1470,flights to new york,Edge,MacOS,social
2025-06-02 22:22:11,user_886,hadoop vs spark,Chrome,Android,email
2025-06-03 10:07:47,user_3771,flights to new york,Safari,MacOS,email
2025-06-01 06:53:33,user_1583,hadoop vs spark,Safari,Linux,direct
2025-06-04 09:18:03,user_2877,machine learning course,Edge,iOS,social
2025-06-01 08:02:21,user_945,weather tomorrow,Firefox,iOS,social
2025-06-01 11:08:35,user_889,data science jobs,Edge,Linux,social
2025-06-06 07:06:32,user_4967,machine learning course,Chrome,Android,organic
2025-06-03 07:21:52,user_2087,buy shoes online,Edge,Windows,organic
2025-06-07 12:50:07,user_1615,flights to new york,Edge,Windows,social
2025-06-04 19:26:04,user_1021,weather tomorrow,Opera,Linux,ad
2025-06-04 23:00:27,user_3297,weather tomorrow,Opera,MacOS,email
2025-06-06 02:27:49,user_3106,python mapreduce tutorial,Opera,iOS,social
2025-06-05 22:16:40,user_4489,buy shoes online,Safari,Linux,email
2025-06-06 05:12:50,user_4752,data science jobs,Safari,Android,ad
2025-06-06 08:47:18,user_1751,machine learning course,Edge,MacOS,direct
2025-06-04 10:39:31,user_4223,data science jobs,Safari,Windows,email
2025-06-04 18:24:58,user_1841,news today,Firefox,Windows,direct
2025-06-03 23:18:56,user_3893,data science jobs,Chrome,Android,ad
2025-06-07 23:40:34,user_1593,hadoop vs spark,Edge,Android,email
2025-06-02 18:58:59,user_46,best pizza near me,Edge,MacOS,email
2025-06-07 06:51:58,user_3806,buy shoes online,Opera,MacOS,direct
2025-06-06 12:57:14,user_1093,how to train a dog,Opera,iOS,organic
2025-06-04 20:25:11,user_3626,data science jobs,Opera,Android,organic
2025-06-06 09:52:54,user_1304,how to train a dog,Edge,Linux,email
2025-06-04 08:46:22,user_4271,how to train a dog,Firefox,Linux,ad
2025-06-01 22:34:07,user_2341,news today,Safari,Linux,social
2025-06-07 13:19:50,user_661,python mapreduce tutorial,Firefox,MacOS,ad
2025-06-02 20:30:27,user_1753,best pizza near me,Edge,Android,social
2025-06-07 14:02:49,user_3817,hadoop vs spark,Chrome,MacOS,ad
2025-06-05 17:26:36,user_4785,buy shoes online,Opera,Android,ad
2025-06-01 01:43:02,user_2882,weather tomorrow,Edge,Android,organic
2025-06-07 15:04:21,user_4942,news today,Edge,MacOS,social
2025-06-06 06:56:47,user_3979,buy shoes online,Edge,Linux,ad
2025-06-03 00:04:21,user_3829,python mapreduce tutorial,Opera,iOS,direct
2025-06-05 18:46:00,user_4849,data science jobs,Chrome,Windows,ad
2025-06-02 15:31:31,user_3783,python mapreduce tutorial,Chrome,Linux,ad
2025-06-04 23:20:54,user_1734,how to train a dog,Safari,Linux,ad
2025-06-04 09:02:53,user_3454,weather tomorrow,Chrome,Android,direct
2025-06-07 13:07:01,user_427,flights to new york,Firefox,Windows,direct
2025-06-01 09:02:17,user_2026,news today,Chrome,iOS,email
2025-06-03 21:28:52,user_1035,how to train a dog,Chrome,iOS,email
2025-06-06 15:27:03,user_2100,flights to new york,Firefox,iOS,organic
2025-06-02 09:21:36,user_1342,weather tomorrow,Chrome,iOS,direct
2025-06-04 18:51:50,user_4717,hadoop vs spark,Edge,MacOS,direct
2025-06-03 22:44:06,user_835,weather tomorrow,Opera,Windows,organic
2025-06-01 11:57:44,user_2845,machine learning course,Edge,Linux,direct
2025-06-07 03:22:18,user_2796,buy shoes online,Edge,Android,direct
2025-06-06 06:16:22,user_2968,how to train a dog,Firefox,Android,email
2025-06-07 07:58:11,user_2213,data science jobs,Opera,Android,ad
2025-06-06 06:52:12,user_4854,weather tomorrow,Safari,MacOS,direct
2025-06-04 09:14:37,user_3693,news today,Edge,iOS,organic
2025-06-05 14:23:19,user_2756,buy shoes online,Edge,Linux,email
2025-06-06 22:00:33,user_1738,flights to new york,Safari,Linux,social
2025-06-04 08:28:08,user_4554,buy shoes online,Opera,MacOS,direct
2025-06-03 22:18:00,user_3330,how to train a dog,Opera,MacOS,ad
2025-06-06 22:57:43,user_3672,buy shoes online,Chrome,Linux,email
2025-06-05 21:47:25,user_1994,weather tomorrow,Opera,Linux,ad
2025-06-07 17:12:38,user_4350,flights to new york,Edge,iOS,social
2025-06-05 06:28:20,user_3718,weather tomorrow,Safari,Linux,email
2025-06-02 11:08:36,user_1578,flights to new york,Chrome,iOS,email
2025-06-03 07:47:25,user_1773,how to train a dog,Safari,iOS,organic
2025-06-04 10:25:45,user_824,news today,Safari,MacOS,social
2025-06-03 04:15:58,user_2477,buy shoes online,Opera,MacOS,social
2025-06-01 13:15:26,user_447,machine learning course,Safari,MacOS,ad
2025-06-02 05:52:50,user_101,data science jobs,Safari,Android,ad
2025-06-06 08:17:45,user_2792,python mapreduce tutorial,Chrome,Linux,ad
2025-06-02 09:13:49,user_536,hadoop vs spark,Edge,Windows,organic
2025-06-01 15:36:53,user_1243,python mapreduce tutorial,Opera,Linux,direct
2025-06-04 00:17:27,user_971,machine learning course,Edge,iOS,organic
2025-06-03 17:44:10,user_4281,hadoop vs spark,Edge,Android,social
2025-06-06 04:54:20,user_2502,data science jobs,Opera,Windows,organic
2025-06-02 04:54:13,user_1703,news today,Safari,Windows,email
2025-06-03 21:51:56,user_1424,machine learning course,Chrome,MacOS,direct
2025-06-05 22:59:21,user_3691,data science jobs,Edge,Linux,direct
2025-06-03 19:25:20,user_2361,weather tomorrow,Edge,Windows,email
2025-06-04 05:03:25,user_4832,news today,Edge,Windows,organic
2025-06-03 17:28:49,user_1221,weather tomorrow,Firefox,Windows,direct
2025-06-03 00:19:42,user_2520,data science jobs,Opera,Linux,ad
2025-06-02 12:13:14,user_3840,weather tomorrow,Edge,Linux,organic
2025-06-07 13:16:51,user_4046,how to train a dog,Chrome,iOS,direct
2025-06-06 05:50:14,user_2641,data science jobs,Safari,Windows,direct
2025-06-03 18:40:44,user_4713,data science jobs,Chrome,Linux,organic
2025-06-01 11:43:05,user_1436,how to train a dog,Opera,Android,social
2025-06-03 04:51:45,user_4796,hadoop vs spark,Edge,Windows,ad
2025-06-05 05:21:03,user_3346,flights to new york,Safari,Windows,email
2025-06-05 00:03:44,user_3373,how to train a dog,Safari,Android,organic
2025-06-01 10:41:19,user_3726,best pizza near me,Safari,Linux,social
2025-06-02 09:45:52,user_3312,machine learning course,Chrome,iOS,ad
2025-06-06 00:22:01,user_445,news today,Opera,Linux,organic
2025-06-07 01:11:47,user_3622,buy shoes online,Firefox,Linux,organic
2025-06-02 14:09:37,user_2360,how to train a dog,Edge,Windows,direct
2025-06-03 21:42:01,user_1298,weather tomorrow,Opera,Windows,organic
2025-06-05 22:50:09,user_764,news today,Chrome,Android,direct
2025-06-02 20:50:50,user_4083,weather tomorrow,Opera,Linux,ad
2025-06-06 20:32:17,user_3869,news today,Edge,iOS,email
2025-06-05 15:43:39,user_1562,data science jobs,Opera,MacOS,direct
2025-06-04 08:27:46,user_3400,flights to new york,Opera,Linux,direct
2025-06-04 10:22:58,user_2446,data science jobs,Opera,Android,email
2025-06-06 10:03:58,user_4413,how to train a dog,Safari,Linux,organic
2025-06-07 14:17:07,user_3091,how to train a dog,Safari,MacOS,email
2025-06-07 22:32:53,user_3138,news today,Edge,Windows,social
2025-06-06 17:45:51,user_3124,hadoop vs spark,Firefox,Android,direct
2025-06-02 12:46:18,user_4115,data science jobs,Safari,Windows,ad
2025-06-02 05:02:35,user_4309,how to train a dog,Chrome,MacOS,ad
2025-06-02 20:57:39,user_613,how to train a dog,Safari,Linux,organic
2025-06-05 19:46:31,user_658,flights to new york,Opera,Android,social
2025-06-06 22:07:30,user_4433,buy shoes online,Opera,Windows,email
2025-06-04 11:42:18,user_1864,best pizza near me,Edge,Windows,direct
2025-06-06 09:13:50,user_1363,weather tomorrow,Chrome,Windows,social
2025-06-01 16:20:45,user_2404,flights to new york,Safari,Android,email
2025-06-03 23:07:39,user_4352,hadoop vs spark,Opera,MacOS,email
2025-06-03 02:59:33,user_647,data science jobs,Edge,iOS,email
2025-06-07 00:57:21,user_4778,python mapreduce tutorial,Firefox,Android,social
2025-06-06 13:51:34,user_2092,buy shoes online,Edge,Linux,organic
2025-06-02 22:00:49,user_606,how to train a dog,Safari,iOS,social
2025-06-06 03:35:20,user_2049,how to train a dog,Safari,MacOS,ad
2025-06-06 20:44:40,user_874,news today,Edge,iOS,social
2025-06-07 23:25:33,user_2424,weather tomorrow,Chrome,Android,social
2025-06-01 02:21:31,user_4637,buy shoes online,Opera,Android,social
2025-06-03 19:01:36,user_4974,flights to new york,Firefox,MacOS,organic
2025-06-04 01:00:01,user_1121,best pizza near me,Chrome,Linux,ad
2025-06-01 09:43:05,user_4748,flights to new york,Firefox,Windows,social
2025-06-04 23:09:49,user_3404,python mapreduce tutorial,Firefox,MacOS,organic
2025-06-05 10:33:49,user_4349,machine learning course,Safari,MacOS,social
2025-06-06 20:20:54,user_2418,flights to new york,Chrome,Android,direct
2025-06-02 16:59:54,user_1849,hadoop vs spark,Opera,Linux,direct
2025-06-05 18:55:41,user_115,weather tomorrow,Opera,Windows,ad
2025-06-05 11:21:30,user_2148,data science jobs,Edge,Linux,direct
2025-06-03 20:06:20,user_3863,buy shoes online,Opera,iOS,social
2025-06-03 16:28:40,user_518,how to train a dog,Safari,Android,direct
2025-06-02 16:42:46,user_372,buy shoes online,Safari,Android,direct
2025-06-02 04:18:33,user_1924,machine learning course,Firefox,Android,ad
2025-06-05 12:03:53,user_4426,hadoop vs spark,Opera,MacOS,ad
2025-06-02 04:50:31,user_4009,data science jobs,Edge,Linux,direct
2025-06-05 11:55:28,user_1780,how to train a dog,Edge,MacOS,social
2025-06-02 04:56:20,user_3010,machine learning course,Safari,Windows,ad
2025-06-04 08:21:22,user_1555,best pizza near me,Edge,Windows,email
2025-06-01 06:13:14,user_415,flights to new york,Firefox,MacOS,organic
2025-06-03 11:46:13,user_563,machine learning course,Firefox,iOS,email
2025-06-03 19:51:56,user_2692,python mapreduce tutorial,Opera,Windows,social
2025-06-02 18:08:36,user_1065,machine learning course,Safari,MacOS,direct
2025-06-01 07:30:32,user_1080,buy shoes online,Safari,MacOS,organic
2025-06-04 22:18:18,user_130,python mapreduce tutorial,Safari,Windows,email
2025-06-06 02:36:49,user_4310,best pizza near me,Chrome,Android,ad
2025-06-05 09:27:05,user_4205,data science jobs,Chrome,Android,organic
2025-06-03 16:31:51,user_356,machine learning course,Safari,Android,direct
2025-06-01 17:43:00,user_3924,hadoop vs spark,Edge,Windows,ad
2025-06-06 09:11:48,user_603,best pizza near me,Safari,iOS,email
2025-06-01 19:07:52,user_1034,weather tomorrow,Opera,iOS,organic
2025-06-04 22:43:01,user_3121,data science jobs,Opera,Linux,ad
2025-06-07 03:15:08,user_4960,hadoop vs spark,Chrome,Windows,organic
2025-06-03 14:37:48,user_3524,how to train a dog,Firefox,Android,social
2025-06-06 12:05:28,user_3267,hadoop vs spark,Chrome,Linux,ad
2025-06-04 19:01:44,user_2089,flights to new york,Firefox,Android,direct
2025-06-02 02:34:16,user_700,best pizza near me,Edge,Windows,social
2025-06-02 13:53:55,user_4558,buy shoes online,Opera,iOS,organic
2025-06-05 00:00:58,user_1002,hadoop vs spark,Safari,Android,direct
2025-06-04 11:46:41,user_4919,weather tomorrow,Safari,Windows,organic
2025-06-07 03:47:40,user_1743,python mapreduce tutorial,Edge,MacOS,direct
2025-06-05 05:58:41,user_4557,flights to new york,Chrome,Linux,organic
2025-06-03 17:52:24,user_3516,machine learning course,Opera,iOS,organic
2025-06-01 07:38:49,user_4989,weather tomorrow,Chrome,MacOS,social
2025-06-04 17:59:53,user_2784,flights to new york,Chrome,MacOS,email
2025-06-07 20:57:10,user_3284,best pizza near me,Firefox,Windows,direct
2025-06-07 10:30:51,user_1763,hadoop vs spark,Edge,Android,social
2025-06-02 21:50:55,user_3032,weather tomorrow,Safari,iOS,organic
2025-06-02 00:44:43,user_431,python mapreduce tutorial,Firefox,iOS,direct
2025-06-01 23:45:44,user_2230,how to train a dog,Edge,Android,organic
2025-06-06 08:45:16,user_3393,weather tomorrow,Firefox,iOS,direct
2025-06-05 04:32:19,user_3522,best pizza near me,Safari,iOS,ad
2025-06-07 09:28:50,user_2527,buy shoes online,Firefox,Android,organic
2025-06-01 15:57:23,user_63,news today,Safari,MacOS,email
2025-06-04 02:25:31,user_2372,flights to new york,Chrome,Windows,ad
2025-06-06 05:26:14,user_1440,python mapreduce tutorial,Edge,iOS,email
2025-06-07 01:42:43,user_4578,flights to new york,Chrome,Android,direct
2025-06-06 07:03:29,user_154,how to train a dog,Chrome,Linux,organic
2025-06-06 05:02:17,user_4698,hadoop vs spark,Edge,Linux,direct
2025-06-05 21:58:27,user_171,flights to new york,Firefox,iOS,ad
2025-06-05 09:23:50,user_722,hadoop vs spark,Chrome,MacOS,ad
2025-06-05 20:38:22,user_4293,best pizza near me,Edge,Linux,social
2025-06-03 16:32:15,user_2729,python mapreduce tutorial,Chrome,iOS,direct
2025-06-07 10:32:59,user_4178,news today,Safari,Linux,email
2025-06-03 20:49:05,user_843,python mapreduce tutorial,Safari,MacOS,email
2025-06-02 20:31:35,user_618,python mapreduce tutorial,Edge,Android,organic
2025-06-06 10:45:11,user_4625,data science jobs,Safari,Linux,email
2025-06-06 08:05:24,user_560,how to train a dog,Edge,Linux,social
2025-06-01 16:21:40,user_2884,machine learning course,Chrome,Linux,ad
2025-06-06 11:37:46,user_309,buy shoes online,Safari,Linux,direct
2025-06-02 02:18:02,user_4867,machine learning course,Edge,Android,organic
2025-06-07 17:27:22,user_337,how to train a dog,Opera,MacOS,social
2025-06-06 18:32:13,user_4108,python mapreduce tutorial,Chrome,Android,direct
2025-06-05 04:02:00,user_691,machine learning course,Firefox,Windows,email
2025-06-06 07:30:22,user_3600,machine learning course,Opera,iOS,email
2025-06-05 09:59:34,user_3055,weather tomorrow,Edge,Android,social
2025-06-01 15:15:09,user_2742,best pizza near me,Safari,Windows,organic
2025-06-05 16:35:41,user_2328,weather tomorrow,Opera,MacOS,social
2025-06-01 23:44:21,user_4774,python mapreduce tutorial,Safari,Linux,ad
2025-06-02 13:33:35,user_4875,best pizza near me,Safari,iOS,ad
2025-06-04 23:40:32,user_1047,machine learning course,Chrome,Android,organic
2025-06-05 09:23:24,user_150,flights to new york,Safari,MacOS,email
2025-06-05 03:32:12,user_3984,news today,Firefox,MacOS,email
2025-06-01 22:28:33,user_2424,best pizza near me,Opera,iOS,organic
2025-06-01 10:59:41,user_2759,data science jobs,Firefox,iOS,ad
2025-06-02 20:55:45,user_1330,python mapreduce tutorial,Opera,MacOS,ad
2025-06-01 12:43:34,user_3366,flights to new york,Firefox,Android,organic
2025-06-04 10:59:28,user_3678,news today,Opera,MacOS,social
2025-06-06 16:36:38,user_1590,flights to new york,Opera,Android,ad
2025-06-04 10:04:19,user_3129,machine learning course,Opera,Android,email
2025-06-03 10:09:58,user_4954,python mapreduce tutorial,Safari,Windows,ad
2025-06-05 12:07:24,user_4543,best pizza near me,Opera,Windows,social
2025-06-02 00:25:49,user_1314,weather tomorrow,Edge,iOS,email
2025-06-06 07:25:23,user_752,news today,Edge,Linux,direct
2025-06-06 00:50:50,user_437,hadoop vs spark,Opera,Linux,email
2025-06-05 16:28:44,user_669,flights to new york,Firefox,Windows,social
2025-06-02 04:51:36,user_2747,python mapreduce tutorial,Firefox,Windows,social
2025-06-06 17:36:44,user_1137,how to train a dog,Edge,iOS,direct
2025-06-01 23:04:34,user_156,weather tomorrow,Firefox,MacOS,organic
2025-06-07 09:43:28,user_3468,best pizza near me,Safari,MacOS,social
2025-06-02 11:29:27,user_392,news today,Edge,iOS,ad
2025-06-01 18:17:38,user_909,how to train a dog,Opera,iOS,direct
2025-06-07 06:06:50,user_4711,news today,Firefox,Linux,ad
2025-06-01 00:27:20,user_2891,news today,Opera,Android,email
2025-06-02 00:56:12,user_4289,flights to new york,Chrome,iOS,organic
2025-06-07 03:46:11,user_4159,machine learning course,Chrome,Android,ad
2025-06-01 12:40:49,user_3170,flights to new york,Safari,Windows,social
2025-06-01 19:40:41,user_2825,news today,Chrome,iOS,social
2025-06-02 14:51:30,user_364,flights to new york,Opera,Linux,email
2025-06-06 15:19:52,user_3921,python mapreduce tutorial,Firefox,Windows,ad
2025-06-01 10:46:20,user_2404,news today,Chrome,MacOS,direct
2025-06-04 19:55:26,user_2541,machine learning course,Edge,iOS,ad
2025-06-04 01:46:58,user_300,news today,Safari,Linux,direct
2025-06-05 00:40:48,user_2239,best pizza near me,Safari,Android,ad
2025-06-06 08:04:57,user_3168,flights to new york,Firefox,Android,ad
2025-06-05 10:59:51,user_4254,weather tomorrow,Chrome,Android,direct
2025-06-06 05:25:24,user_4936,python mapreduce tutorial,Opera,Linux,social
2025-06-02 05:53:01,user_656,flights to new york,Safari,Linux,ad
2025-06-06 04:06:55,user_1366,how to train a dog,Safari,Android,direct
2025-06-05 06:41:25,user_3564,weather tomorrow,Chrome,Windows,ad
2025-06-05 09:49:19,user_4204,python mapreduce tutorial,Chrome,MacOS,organic
2025-06-06 07:37:37,user_286,python mapreduce tutorial,Chrome,MacOS,social
2025-06-05 09:29:02,user_3137,data science jobs,Chrome,iOS,email
2025-06-06 11:02:58,user_3039,flights to new york,Edge,Windows,organic
2025-06-02 16:06:23,user_4338,flights to new york,Edge,Linux,social
2025-06-04 00:42:16,user_930,buy shoes online,Firefox,Android,organic
2025-06-05 16:43:05,user_4602,best pizza near me,Safari,Linux,ad
2025-06-03 14:29:53,user_2340,how to train a dog,Firefox,Windows,email
2025-06-01 21:34:09,user_3704,python mapreduce tutorial,Edge,Windows,social
2025-06-05 05:11:41,user_532,machine learning course,Opera,Linux,social
2025-06-02 21:52:36,user_1427,flights to new york,Opera,MacOS,direct
2025-06-03 10:32:23,user_1138,news today,Edge,Windows,social
2025-06-07 17:22:13,user_4689,flights to new york,Edge,iOS,email
2025-06-02 01:06:43,user_539,weather tomorrow,Edge,Android,organic
2025-06-05 23:39:09,user_3355,data science jobs,Chrome,MacOS,social
2025-06-01 21:36:07,user_3687,how to train a dog,Opera,Linux,email
2025-06-07 16:34:43,user_4816,python mapreduce tutorial,Firefox,Android,organic
2025-06-01 16:08:24,user_1018,machine learning course,Firefox,Linux,email
2025-06-02 23:10:34,user_2644,news today,Safari,iOS,social
2025-06-01 22:58:10,user_2053,news today,Opera,Linux,email
2025-06-04 16:12:14,user_4371,best pizza near me,Opera,MacOS,organic
2025-06-02 20:54:44,user_1403,data science jobs,Opera,Linux,organic
2025-06-01 11:59:55,user_233,best pizza near me,Chrome,iOS,social
2025-06-03 13:24:08,user_4687,hadoop vs spark,Opera,Windows,ad
2025-06-07 14:54:39,user_2373,weather tomorrow,Edge,MacOS,ad
2025-06-04 14:38:02,user_3716,best pizza near me,Chrome,MacOS,ad
2025-06-06 01:03:30,user_3967,how to train a dog,Firefox,Linux,organic
2025-06-02 17:50:47,user_2561,flights to new york,Safari,Android,email
2025-06-05 11:55:39,user_4219,machine learning course,Chrome,Linux,email
2025-06-06 15:52:11,user_1004,weather tomorrow,Edge,MacOS,email
2025-06-02 04:11:54,user_415,weather tomorrow,Edge,iOS,ad
2025-06-04 00:18:50,user_1309,flights to new york,Opera,Linux,email
2025-06-02 22:24:42,user_4082,machine learning course,Edge,Android,social
2025-06-07 00:52:10,user_190,best pizza near me,Edge,iOS,ad
2025-06-03 22:07:02,user_1763,data science jobs,Safari,Windows,direct
2025-06-04 09:57:03,user_4055,data science jobs,Edge,Linux,organic
2025-06-01 02:22:54,user_881,hadoop vs spark,Firefox,Linux,social
2025-06-05 21:27:22,user_2998,buy shoes online,Edge,Windows,organic
2025-06-07 19:38:27,user_1595,flights to new york,Opera,Linux,direct
2025-06-05 16:31:56,user_4131,how to train a dog,Opera,Linux,organic
2025-06-02 10:36:22,user_1055,best pizza near me,Edge,Linux,social
2025-06-07 18:28:49,user_2996,python mapreduce tutorial,Firefox,iOS,organic
2025-06-05 20:54:44,user_4097,buy shoes online,Chrome,Windows,email
2025-06-05 01:00:18,user_3881,machine learning course,Edge,MacOS,organic
2025-06-07 06:09:06,user_1146,flights to new york,Opera,Linux,email
2025-06-05 18:27:22,user_2452,data science jobs,Safari,iOS,organic
2025-06-07 11:03:18,user_4013,data science jobs,Safari,Android,direct
2025-06-05 11:17:31,user_2714,best pizza near me,Edge,iOS,social
2025-06-01 07:45:41,user_4890,how to train a dog,Safari,iOS,organic
2025-06-03 18:16:36,user_421,data science jobs,Edge,MacOS,organic
2025-06-05 14:44:18,user_1211,news today,Chrome,iOS,direct
2025-06-03 07:34:11,user_156,how to train a dog,Safari,Android,email
2025-06-06 00:17:00,user_1671,hadoop vs spark,Opera,iOS,ad
2025-06-01 18:08:26,user_1132,machine learning course,Firefox,iOS,social
2025-06-06 19:20:08,user_4305,hadoop vs spark,Safari,MacOS,ad
2025-06-07 11:17:04,user_2805,machine learning course,Safari,Linux,organic
2025-06-06 21:01:39,user_1576,news today,Safari,iOS,social
2025-06-03 17:29:50,user_2439,weather tomorrow,Firefox,Android,social
2025-06-06 19:45:10,user_2858,machine learning course,Safari,Linux,direct
2025-06-07 23:02:14,user_4450,hadoop vs spark,Edge,Linux,email
2025-06-04 12:36:01,user_345,weather tomorrow,Chrome,Linux,ad
2025-06-04 02:41:40,user_3925,news today,Firefox,iOS,social
2025-06-07 19:41:58,user_2226,python mapreduce tutorial,Chrome,iOS,organic
2025-06-03 21:41:45,user_1987,buy shoes online,Opera,MacOS,email
2025-06-01 15:17:20,user_821,hadoop vs spark,Safari,Android,direct
2025-06-02 16:02:24,user_43,machine learning course,Firefox,Android,ad
2025-06-06 19:04:01,user_1634,weather tomorrow,Safari,Linux,direct
2025-06-02 02:03:26,user_4704,news today,Opera,Windows,email
2025-06-06 01:43:04,user_1441,buy shoes online,Edge,Android,email
2025-06-04 12:18:48,user_307,buy shoes online,Safari,iOS,organic
2025-06-02 07:15:12,user_2745,weather tomorrow,Edge,iOS,organic
2025-06-06 23:51:44,user_1100,machine learning course,Edge,Linux,email
2025-06-02 08:48:38,user_2709,python mapreduce tutorial,Edge,Linux,email
2025-06-01 04:06:08,user_2762,weather tomorrow,Opera,MacOS,email
2025-06-05 22:06:27,user_3504,machine learning course,Safari,Windows,ad
2025-06-02 03:46:58,user_1514,python mapreduce tutorial,Edge,Linux,email
2025-06-01 01:59:21,user_2137,hadoop vs spark,Firefox,Android,social
2025-06-05 00:00:37,user_2474,data science jobs,Opera,Windows,social
2025-06-05 08:43:37,user_1936,buy shoes online,Chrome,Android,social
2025-06-02 22:31:15,user_3322,machine learning course,Safari,Windows,social
2025-06-05 11:03:17,user_1810,news today,Firefox,Android,email
2025-06-06 12:31:19,user_4963,flights to new york,Edge,iOS,ad
2025-06-07 12:33:48,user_1790,news today,Opera,Windows,organic
2025-06-06 10:07:29,user_4327,flights to new york,Chrome,iOS,direct
2025-06-01 17:59:18,user_4487,machine learning course,Firefox,iOS,organic
