user_922,python mapreduce tutorial,Firefox,MacOS,social
user_155,news today,Opera,Linux,direct
user_148,best pizza near me,Chrome,MacOS,social
user_1767,how to train a dog,Firefox,Linux,direct
user_2861,hadoop vs spark,Firefox,iOS,direct
user_1335,data science jobs,Opera,Linux,direct
user_2902,weather tomorrow,Opera,MacOS,email
user_3586,data science jobs,Chrome,Android,direct
user_4145,hadoop vs spark,Chrome,Linux,organic
user_3826,how to train a dog,Opera,MacOS,organic
user_2234,how to train a dog,Opera,MacOS,email
user_2876,news today,Safari,MacOS,email
user_3905,buy shoes online,Firefox,iOS,email
user_4296,best pizza near me,Firefox,Android,organic
user_4604,news today,Firefox,MacOS,ad
user_1406,how to train a dog,Edge,MacOS,email
user_2650,data science jobs,Opera,MacOS,organic
user_4243,how to train a dog,Safari,Windows,direct
user_2669,weather tomorrow,Firefox,Android,ad
user_1372,weather tomorrow,Edge,Linux,organic
user_1110,weather tomorrow,Opera,Linux,ad
user_4903,flights to new york,Edge,MacOS,social
user_271,weather tomorrow,Chrome,Linux,social
user_2384,news today,Edge,Windows,direct
user_3985,data science jobs,Firefox,Android,social
user_110,machine learning course,Safari,iOS,organic
user_2083,how to train a dog,Edge,Linux,direct
user_2468,flights to new york,Firefox,MacOS,email
user_2965,python mapreduce tutorial,Edge,Linux,social
user_878,flights to new york,Opera,Linux,email
user_4309,best pizza near me,Safari,MacOS,email
user_2655,machine learning course,Safari,Windows,organic
user_1022,news today,Chrome,MacOS,ad
user_1737,hadoop vs spark,Firefox,Android,ad
user_3045,buy shoes online,Chrome,iOS,direct
user_4834,best pizza near me,Opera,Windows,email
user_4754,news today,Firefox,Android,email
user_3353,machine learning course,Opera,Windows,direct
user_4930,weather tomorrow,Safari,Windows,ad
user_3062,machine learning course,Safari,iOS,ad
user_3546,flights to new york,Opera,iOS,ad
user_1418,machine learning course,Firefox,iOS,direct
user_893,best pizza near me,Edge,MacOS,social
user_2335,best pizza near me,Opera,Windows,email
user_3339,hadoop vs spark,Edge,iOS,organic
user_1316,buy shoes online,Opera,MacOS,direct
user_120,how to train a dog,Edge,Windows,organic
user_3277,how to train a dog,Firefox,iOS,direct
user_4395,buy shoes online,Chrome,Windows,organic
user_4732,weather tomorrow,Chrome,Linux,organic
user_145,data science jobs,Chrome,iOS,direct
user_4512,weather tomorrow,Edge,Linux,social
user_4090,weather tomorrow,Opera,Android,organic
user_2584,machine learning course,Opera,MacOS,ad
user_1795,buy shoes online,Opera,iOS,organic
user_3217,machine learning course,Chrome,MacOS,ad
user_145,news today,Opera,Linux,social
user_1469,buy shoes online,Chrome,Android,email
user_1247,machine learning course,Chrome,Android,direct
user_137,data science jobs,Firefox,iOS,ad
user_4656,flights to new york,Safari,Android,direct
user_2802,data science jobs,Firefox,MacOS,social
user_4923,how to train a dog,Opera,Android,organic
user_1555,weather tomorrow,Safari,Android,ad
user_601,machine learning course,Chrome,Linux,direct
user_4804,data science jobs,Opera,Windows,organic
user_1707,python mapreduce tutorial,Firefox,Android,email
user_2919,machine learning course,Chrome,Windows,email
user_3467,how to train a dog,Edge,MacOS,direct
user_1390,machine learning course,Opera,Android,email
user_3352,how to train a dog,Opera,Android,social
user_2566,news today,Firefox,Linux,organic
user_818,best pizza near me,Edge,MacOS,organic
user_377,weather tomorrow,Edge,MacOS,direct
user_4279,python mapreduce tutorial,Opera,MacOS,social
user_2450,data science jobs,Edge,MacOS,email
user_3042,machine learning course,Chrome,Android,direct
user_3201,buy shoes online,Safari,Windows,organic
user_4150,flights to new york,Edge,Linux,direct
user_202,data science jobs,Opera,Linux,email
user_3005,how to train a dog,Firefox,Windows,organic
user_3223,news today,Edge,iOS,direct
user_4775,data science jobs,Firefox,iOS,social
user_4509,hadoop vs spark,Chrome,Windows,organic
user_2161,how to train a dog,Chrome,iOS,organic
user_2670,buy shoes online,Chrome,Linux,ad
user_351,news today,Safari,Windows,email
user_2475,flights to new york,Edge,Android,ad
user_1241,machine learning course,Opera,iOS,social
user_2555,data science jobs,Opera,Windows,social
user_859,best pizza near me,Firefox,MacOS,direct
user_1220,python mapreduce tutorial,Edge,MacOS,direct
user_262,how to train a dog,Opera,Windows,ad
user_1006,buy shoes online,Chrome,Linux,organic
user_4094,data science jobs,Firefox,Windows,email
user_378,flights to new york,Safari,MacOS,organic
user_4145,python mapreduce tutorial,Firefox,Android,email
user_2098,best pizza near me,Chrome,iOS,direct
user_2504,weather tomorrow,Chrome,Linux,social
user_1191,best pizza near me,Edge,iOS,organic
user_546,buy shoes online,Edge,Windows,organic
user_83,data science jobs,Chrome,Android,social
user_4005,flights to new york,Opera,Windows,direct
user_2542,python mapreduce tutorial,Edge,Linux,organic
user_4506,flights to new york,Opera,iOS,organic
user_4447,best pizza near me,Edge,Windows,organic
user_4216,news today,Opera,Linux,social
user_3154,news today,Edge,Android,email
user_4592,python mapreduce tutorial,Firefox,Linux,direct
user_1222,buy shoes online,Firefox,Android,email
user_2666,how to train a dog,Edge,iOS,organic
user_756,data science jobs,Chrome,iOS,email
user_43,machine learning course,Opera,Linux,direct
user_947,data science jobs,Firefox,iOS,email
user_3699,machine learning course,Firefox,Windows,ad
user_4127,flights to new york,Firefox,Windows,email
user_4904,weather tomorrow,Opera,Linux,email
user_3170,flights to new york,Safari,Windows,social
user_3876,machine learning course,Firefox,Android,ad
user_405,data science jobs,Chrome,Windows,direct
user_515,weather tomorrow,Firefox,Android,social
user_3296,news today,Chrome,Linux,organic
user_98,hadoop vs spark,Edge,MacOS,direct
user_1197,data science jobs,Firefox,Android,email
user_4297,best pizza near me,Firefox,MacOS,email
user_985,flights to new york,Chrome,MacOS,ad
user_544,machine learning course,Chrome,MacOS,direct
user_4225,best pizza near me,Chrome,Android,email
user_3572,buy shoes online,Opera,MacOS,direct
user_2399,weather tomorrow,Opera,iOS,organic
user_4980,best pizza near me,Firefox,Windows,direct
user_3122,buy shoes online,Safari,Windows,organic
user_805,machine learning course,Chrome,MacOS,direct
user_30,buy shoes online,Opera,MacOS,direct
user_796,python mapreduce tutorial,Firefox,Windows,organic
user_2502,flights to new york,Safari,Windows,email
user_3518,how to train a dog,Firefox,iOS,direct
user_1685,flights to new york,Opera,iOS,direct
user_4927,best pizza near me,Edge,Linux,email
user_3768,weather tomorrow,Opera,iOS,organic
user_3127,data science jobs,Opera,Android,email
user_4554,machine learning course,Firefox,iOS,social
user_1388,how to train a dog,Safari,Linux,email
user_605,hadoop vs spark,Firefox,Linux,direct
user_2311,python mapreduce tutorial,Opera,Linux,email
user_1917,hadoop vs spark,Chrome,Linux,social
user_2231,buy shoes online,Safari,Linux,social
user_4071,python mapreduce tutorial,Opera,Android,organic
user_3668,weather tomorrow,Chrome,iOS,social
user_103,data science jobs,Firefox,iOS,email
user_2723,machine learning course,Chrome,Linux,email
user_1078,machine learning course,Safari,Windows,organic
user_3637,python mapreduce tutorial,Chrome,Windows,ad
user_2492,python mapreduce tutorial,Firefox,Windows,ad
user_783,buy shoes online,Opera,Android,ad
user_4116,flights to new york,Opera,Windows,email
user_3075,flights to new york,Edge,iOS,organic
user_2831,data science jobs,Opera,Android,ad
user_1182,best pizza near me,Edge,Windows,email
user_3513,hadoop vs spark,Opera,Linux,email
user_3898,weather tomorrow,Edge,Windows,social
user_501,buy shoes online,Safari,Android,social
user_1863,data science jobs,Firefox,iOS,social
user_276,best pizza near me,Opera,iOS,ad
user_2240,machine learning course,Edge,MacOS,ad
user_3665,best pizza near me,Chrome,MacOS,ad
user_1783,machine learning course,Firefox,Linux,ad
user_472,flights to new york,Safari,Windows,email
user_1181,weather tomorrow,Safari,Android,email
user_2470,weather tomorrow,Edge,Linux,direct
user_2747,weather tomorrow,Opera,iOS,direct
user_3471,data science jobs,Opera,Windows,email
user_29,buy shoes online,Firefox,Linux,social
user_2498,how to train a dog,Opera,Linux,social
user_2949,machine learning course,Edge,MacOS,social
user_4029,weather tomorrow,Edge,Android,direct
user_1349,flights to new york,Firefox,iOS,social
user_3151,how to train a dog,Chrome,Linux,direct
user_726,weather tomorrow,Edge,MacOS,direct
user_2619,news today,Edge,iOS,social
user_4818,hadoop vs spark,Opera,Windows,direct
user_3481,best pizza near me,Opera,MacOS,email
user_2216,flights to new york,Chrome,Android,organic
user_4913,weather tomorrow,Safari,Linux,organic
user_875,how to train a dog,Opera,MacOS,social
user_1495,buy shoes online,Chrome,Android,organic
user_3845,flights to new york,Edge,MacOS,organic
user_2771,weather tomorrow,Safari,MacOS,direct
user_780,best pizza near me,Firefox,Linux,email
user_1433,machine learning course,Edge,Windows,social
user_3832,best pizza near me,Opera,Windows,organic
user_2160,news today,Edge,Linux,organic
user_259,hadoop vs spark,Edge,Android,organic
user_2326,best pizza near me,Safari,MacOS,direct
user_1594,how to train a dog,Opera,MacOS,ad
user_1102,best pizza near me,Opera,Linux,direct
user_1080,machine learning course,Edge,iOS,organic
user_1059,weather tomorrow,Opera,Android,direct
user_4389,hadoop vs spark,Safari,MacOS,direct
user_656,hadoop vs spark,Opera,MacOS,email
user_1063,python mapreduce tutorial,Firefox,iOS,email
user_4765,machine learning course,Edge,Android,direct
user_2937,machine learning course,Edge,MacOS,organic
user_2326,best pizza near me,Safari,Android,organic
user_2695,data science jobs,Firefox,Linux,email
user_2626,hadoop vs spark,Safari,iOS,direct
user_4371,news today,Edge,Linux,ad
user_1426,hadoop vs spark,Chrome,Windows,email
user_2347,machine learning course,Safari,Linux,direct
user_2214,hadoop vs spark,Firefox,MacOS,social
user_4580,news today,Opera,iOS,organic
user_4385,python mapreduce tutorial,Chrome,Android,social
user_1965,weather tomorrow,Edge,Windows,organic
user_3573,hadoop vs spark,Chrome,iOS,email
user_3718,machine learning course,Chrome,Android,email
user_3919,machine learning course,Safari,Android,direct
user_3911,how to train a dog,Edge,MacOS,organic
user_3413,machine learning course,Opera,iOS,ad
user_4854,how to train a dog,Chrome,Windows,organic
user_3984,buy shoes online,Safari,Windows,email
user_961,flights to new york,Safari,Android,organic
user_4046,how to train a dog,Chrome,iOS,direct
user_2849,hadoop vs spark,Safari,Linux,organic
user_4145,data science jobs,Edge,Linux,email
user_3877,best pizza near me,Opera,Linux,email
user_3485,data science jobs,Edge,Android,direct
user_3257,machine learning course,Safari,Windows,direct
user_2594,buy shoes online,Safari,Windows,ad
user_1505,news today,Edge,Android,social
user_4284,weather tomorrow,Chrome,Linux,social
user_1383,python mapreduce tutorial,Chrome,Windows,organic
user_1348,buy shoes online,Edge,Linux,organic
user_84,python mapreduce tutorial,Safari,Android,organic
user_181,weather tomorrow,Chrome,iOS,social
user_4421,weather tomorrow,Safari,Linux,ad
user_2001,weather tomorrow,Opera,Linux,email
user_471,python mapreduce tutorial,Edge,Linux,direct
user_2280,news today,Safari,Windows,organic
user_2242,python mapreduce tutorial,Firefox,MacOS,social
user_406,buy shoes online,Opera,MacOS,direct
user_2246,news today,Chrome,MacOS,direct
user_463,weather tomorrow,Opera,Windows,social
user_3857,best pizza near me,Opera,Windows,organic
user_2521,hadoop vs spark,Safari,Linux,organic
user_3877,flights to new york,Opera,Android,social
user_937,python mapreduce tutorial,Opera,Android,direct
user_2285,machine learning course,Opera,Linux,email
user_2477,news today,Safari,Windows,ad
user_3980,news today,Chrome,MacOS,email
user_3833,python mapreduce tutorial,Firefox,Linux,ad
user_4430,weather tomorrow,Safari,iOS,organic
user_1785,machine learning course,Edge,iOS,ad
user_2303,data science jobs,Opera,MacOS,social
user_1945,news today,Opera,Android,email
user_2927,hadoop vs spark,Chrome,Windows,ad
user_2459,news today,Firefox,MacOS,social
user_3121,how to train a dog,Firefox,Android,ad
user_1214,data science jobs,Opera,iOS,ad
user_880,best pizza near me,Firefox,MacOS,email
user_911,machine learning course,Firefox,Android,ad
user_332,python mapreduce tutorial,Chrome,Android,ad
user_2742,best pizza near me,Safari,Windows,organic
user_4175,python mapreduce tutorial,Firefox,Windows,ad
user_4894,best pizza near me,Opera,MacOS,ad
user_2609,best pizza near me,Safari,Linux,ad
user_867,python mapreduce tutorial,Firefox,MacOS,email
user_2783,machine learning course,Chrome,MacOS,direct
user_2023,buy shoes online,Chrome,Android,ad
user_255,hadoop vs spark,Edge,Linux,direct
user_4214,news today,Safari,Linux,organic
user_1786,buy shoes online,Edge,iOS,direct
user_468,flights to new york,Chrome,Android,direct
user_615,news today,Chrome,iOS,direct
user_302,news today,Opera,iOS,direct
user_3872,how to train a dog,Firefox,Linux,social
user_1230,python mapreduce tutorial,Edge,Linux,social
user_1386,news today,Safari,Linux,ad
user_710,weather tomorrow,Safari,Linux,direct
user_1382,data science jobs,Safari,iOS,ad
user_2257,python mapreduce tutorial,Firefox,Windows,email
user_3791,how to train a dog,Edge,Android,email
user_3383,weather tomorrow,Opera,MacOS,direct
user_649,weather tomorrow,Opera,MacOS,ad
user_27,flights to new york,Chrome,Windows,direct
user_3871,news today,Chrome,Windows,direct
user_3583,buy shoes online,Edge,iOS,social
user_382,python mapreduce tutorial,Edge,Linux,direct
user_3854,python mapreduce tutorial,Firefox,Linux,email
user_3533,weather tomorrow,Safari,Windows,email
user_2144,flights to new york,Chrome,iOS,organic
user_2959,flights to new york,Chrome,MacOS,organic
user_574,best pizza near me,Chrome,Android,ad
user_4139,flights to new york,Edge,MacOS,ad
user_3222,buy shoes online,Edge,iOS,email
user_4793,data science jobs,Chrome,Windows,direct
user_612,python mapreduce tutorial,Edge,Linux,direct
user_1106,machine learning course,Chrome,Windows,email
user_3851,hadoop vs spark,Firefox,MacOS,social
user_3886,python mapreduce tutorial,Firefox,Windows,organic
user_1504,flights to new york,Chrome,Windows,organic
user_2600,python mapreduce tutorial,Edge,iOS,direct
user_316,weather tomorrow,Firefox,MacOS,direct
user_2705,data science jobs,Opera,iOS,social
user_4673,machine learning course,Chrome,Linux,ad
user_3322,buy shoes online,Chrome,MacOS,organic
user_4440,weather tomorrow,Chrome,Windows,ad
user_2552,flights to new york,Opera,Android,ad
user_2663,hadoop vs spark,Firefox,Windows,ad
user_2367,how to train a dog,Edge,MacOS,direct
user_1622,best pizza near me,Safari,Linux,direct
user_2756,flights to new york,Edge,Windows,ad
user_3676,buy shoes online,Safari,Windows,email
user_1717,best pizza near me,Opera,MacOS,social
user_3500,python mapreduce tutorial,Safari,Linux,organic
user_4592,data science jobs,Safari,MacOS,email
user_3522,flights to new york,Opera,Linux,email
user_3573,flights to new york,Opera,iOS,organic
user_1647,python mapreduce tutorial,Firefox,Windows,email
user_1713,hadoop vs spark,Firefox,Android,organic
user_3171,python mapreduce tutorial,Chrome,Linux,email
user_1802,how to train a dog,Edge,Windows,direct
user_4628,best pizza near me,Edge,Android,email
user_1499,data science jobs,Firefox,Windows,ad
user_4864,machine learning course,Safari,iOS,social
user_3913,flights to new york,Safari,Linux,organic
user_4789,best pizza near me,Chrome,iOS,social
user_2113,how to train a dog,Chrome,MacOS,organic
user_2947,data science jobs,Edge,Linux,ad
user_4920,how to train a dog,Firefox,iOS,organic
user_1976,buy shoes online,Opera,Linux,email
user_4741,hadoop vs spark,Firefox,Android,direct
user_1825,machine learning course,Safari,MacOS,social
user_4834,data science jobs,Chrome,iOS,direct
user_2358,flights to new york,Safari,Linux,direct
user_4809,hadoop vs spark,Safari,Linux,ad
user_4316,best pizza near me,Opera,Android,ad
user_3793,best pizza near me,Chrome,Android,social
user_1464,hadoop vs spark,Safari,iOS,direct
user_4710,best pizza near me,Chrome,iOS,email
user_3295,weather tomorrow,Safari,MacOS,organic
user_2865,hadoop vs spark,Safari,MacOS,social
user_3479,weather tomorrow,Safari,Windows,email
user_1381,buy shoes online,Edge,Android,direct
user_3192,machine learning course,Firefox,Windows,ad
user_4647,how to train a dog,Firefox,Linux,direct
user_3754,weather tomorrow,Chrome,iOS,organic
user_2055,best pizza near me,Edge,Android,email
user_698,python mapreduce tutorial,Chrome,MacOS,email
user_849,machine learning course,Safari,iOS,ad
user_3687,hadoop vs spark,Firefox,MacOS,social
user_2526,news today,Chrome,Linux,direct
user_4032,hadoop vs spark,Chrome,MacOS,organic
user_500,buy shoes online,Firefox,Android,social
user_653,news today,Firefox,Windows,organic
user_3892,buy shoes online,Firefox,Windows,social
user_177,python mapreduce tutorial,Chrome,iOS,ad
user_4806,best pizza near me,Edge,Windows,ad
user_3618,flights to new york,Safari,Android,social
user_2248,flights to new york,Edge,MacOS,direct
user_395,weather tomorrow,Opera,Android,email
user_1013,flights to new york,Chrome,Linux,social
user_1762,hadoop vs spark,Firefox,Android,direct
user_2706,best pizza near me,Chrome,MacOS,organic
user_4600,buy shoes online,Safari,Windows,organic
user_2221,data science jobs,Chrome,Linux,ad
user_4591,weather tomorrow,Safari,Android,email
user_1681,how to train a dog,Firefox,iOS,direct
user_3703,machine learning course,Firefox,iOS,ad
user_4922,hadoop vs spark,Opera,Windows,ad
user_929,buy shoes online,Firefox,Windows,ad
user_2686,hadoop vs spark,Firefox,iOS,social
user_3793,machine learning course,Chrome,Linux,organic
user_3076,how to train a dog,Safari,iOS,social
user_922,buy shoes online,Safari,Windows,email
user_2536,how to train a dog,Edge,iOS,email
user_607,buy shoes online,Safari,MacOS,social
user_4230,news today,Chrome,Android,organic
user_433,machine learning course,Edge,Android,direct
user_1992,python mapreduce tutorial,Chrome,Android,direct
user_2127,python mapreduce tutorial,Edge,Windows,organic
user_495,python mapreduce tutorial,Safari,MacOS,organic
user_3618,weather tomorrow,Chrome,Windows,direct
user_3985,hadoop vs spark,Opera,Android,organic
user_4041,data science jobs,Firefox,Linux,email
user_300,news today,Chrome,Windows,organic
user_2170,python mapreduce tutorial,Chrome,Linux,organic
user_2414,best pizza near me,Firefox,Linux,email
user_4711,best pizza near me,Safari,Linux,direct
user_1841,how to train a dog,Firefox,Linux,email
user_3392,buy shoes online,Opera,Linux,organic
user_3799,best pizza near me,Firefox,Linux,direct
user_4960,weather tomorrow,Firefox,Windows,ad
user_1984,weather tomorrow,Chrome,Windows,email
user_1510,buy shoes online,Opera,Android,social
user_968,how to train a dog,Firefox,Windows,social
user_2544,flights to new york,Firefox,Windows,social
user_4490,how to train a dog,Opera,MacOS,direct
user_1941,hadoop vs spark,Safari,MacOS,email
user_3864,machine learning course,Edge,MacOS,social
user_4789,python mapreduce tutorial,Opera,MacOS,organic
user_2651,best pizza near me,Safari,Windows,ad
user_2153,buy shoes online,Opera,Linux,direct
user_4736,machine learning course,Firefox,Windows,ad
user_1744,flights to new york,Firefox,iOS,email
user_324,weather tomorrow,Chrome,Linux,organic
user_480,how to train a dog,Edge,Linux,organic
user_592,news today,Edge,iOS,organic
user_1863,best pizza near me,Opera,Android,ad
user_1723,machine learning course,Edge,iOS,organic
user_4337,buy shoes online,Chrome,iOS,direct
user_1963,news today,Edge,Windows,direct
user_4111,buy shoes online,Edge,Android,email
user_4831,best pizza near me,Firefox,MacOS,ad
user_3112,machine learning course,Chrome,Android,organic
user_1923,how to train a dog,Firefox,Android,email
user_3865,hadoop vs spark,Edge,iOS,direct
user_4994,news today,Safari,iOS,direct
user_2318,buy shoes online,Safari,Android,social
user_2414,news today,Firefox,Windows,direct
user_4824,how to train a dog,Safari,Linux,ad
user_3259,buy shoes online,Firefox,MacOS,direct
user_1876,flights to new york,Firefox,MacOS,organic
user_1154,news today,Chrome,Linux,social
user_387,data science jobs,Firefox,MacOS,organic
user_2900,hadoop vs spark,Chrome,Android,direct
user_3168,data science jobs,Opera,iOS,organic
user_3214,python mapreduce tutorial,Opera,iOS,direct
user_281,hadoop vs spark,Safari,Linux,organic
user_2569,best pizza near me,Opera,Linux,direct
user_3462,data science jobs,Firefox,iOS,social
user_4685,news today,Firefox,iOS,social
user_2480,best pizza near me,Safari,iOS,organic
user_2555,best pizza near me,Opera,iOS,direct
user_1833,flights to new york,Chrome,iOS,ad
user_3436,news today,Firefox,iOS,email
user_837,best pizza near me,Firefox,MacOS,organic
user_1343,how to train a dog,Edge,Windows,social
user_3704,python mapreduce tutorial,Edge,Windows,social
user_3373,machine learning course,Edge,Android,direct
user_4161,machine learning course,Chrome,MacOS,organic
user_663,hadoop vs spark,Opera,MacOS,social
user_1537,hadoop vs spark,Edge,Linux,email
user_3993,news today,Firefox,MacOS,email
user_1139,best pizza near me,Edge,MacOS,ad
user_657,weather tomorrow,Opera,Windows,social
user_2137,hadoop vs spark,Edge,iOS,social
user_4714,machine learning course,Chrome,MacOS,organic
user_1768,data science jobs,Edge,MacOS,ad
user_3606,flights to new york,Chrome,Android,ad
user_3713,python mapreduce tutorial,Chrome,Windows,social
user_4968,how to train a dog,Safari,Android,email
user_3163,weather tomorrow,Edge,Linux,organic
user_4121,hadoop vs spark,Edge,Android,direct
user_2695,weather tomorrow,Firefox,Linux,organic
user_4167,machine learning course,Edge,Windows,social
user_2356,buy shoes online,Chrome,Android,social
user_2191,news today,Safari,Windows,ad
user_3141,python mapreduce tutorial,Chrome,iOS,organic
user_3655,machine learning course,Firefox,Android,organic
user_3626,best pizza near me,Edge,Linux,direct
user_2616,buy shoes online,Safari,MacOS,direct
user_4698,python mapreduce tutorial,Edge,Windows,email
user_106,data science jobs,Edge,Windows,ad
user_3490,hadoop vs spark,Edge,MacOS,organic
user_3978,buy shoes online,Edge,Windows,email
user_3703,buy shoes online,Chrome,Android,organic
user_633,hadoop vs spark,Edge,Windows,direct
user_4747,weather tomorrow,Edge,Windows,ad
user_3928,hadoop vs spark,Safari,Linux,organic
user_4330,how to train a dog,Opera,Windows,ad
user_230,weather tomorrow,Firefox,Android,social
user_46,hadoop vs spark,Edge,Linux,email
user_608,how to train a dog,Safari,Linux,social
user_691,hadoop vs spark,Safari,MacOS,email
user_2298,best pizza near me,Safari,MacOS,ad
user_212,python mapreduce tutorial,Opera,MacOS,email
user_290,buy shoes online,Chrome,Android,email
user_1275,how to train a dog,Firefox,MacOS,direct
user_1391,hadoop vs spark,Chrome,Linux,email
user_1147,news today,Firefox,Windows,organic
user_2543,hadoop vs spark,Firefox,Linux,social
user_4062,machine learning course,Firefox,MacOS,direct
user_857,flights to new york,Firefox,iOS,organic
user_2996,news today,Opera,Android,email
user_990,python mapreduce tutorial,Chrome,Android,social
user_4907,best pizza near me,Chrome,Linux,organic
user_1991,data science jobs,Safari,Android,direct
user_2354,buy shoes online,Edge,Linux,ad
user_4515,flights to new york,Firefox,MacOS,direct
user_176,news today,Edge,Windows,organic
user_3880,machine learning course,Chrome,Android,social
user_486,weather tomorrow,Opera,iOS,ad
user_2233,best pizza near me,Chrome,Android,social
user_3138,flights to new york,Chrome,Android,organic
user_4572,flights to new york,Safari,Linux,social
user_2518,hadoop vs spark,Edge,Windows,social
user_4397,hadoop vs spark,Safari,MacOS,ad
user_1726,data science jobs,Chrome,Windows,email
user_726,data science jobs,Firefox,Linux,direct
user_2688,buy shoes online,Firefox,MacOS,social
user_4934,machine learning course,Opera,Windows,ad
user_4892,news today,Safari,Android,organic
user_3388,flights to new york,Edge,Windows,email
user_3200,machine learning course,Safari,Windows,social
user_1094,data science jobs,Chrome,Windows,organic
user_4358,best pizza near me,Chrome,Windows,email
user_1732,flights to new york,Firefox,MacOS,email
user_1573,machine learning course,Firefox,Android,direct
user_1465,flights to new york,Safari,Android,direct
user_4037,machine learning course,Chrome,Android,email
user_2038,buy shoes online,Safari,Android,direct
user_2189,best pizza near me,Edge,iOS,direct
user_1763,flights to new york,Chrome,Windows,direct
user_3648,news today,Safari,MacOS,social
user_4019,machine learning course,Chrome,Android,ad
user_2821,news today,Firefox,MacOS,organic
user_1404,python mapreduce tutorial,Safari,Windows,organic
user_4100,best pizza near me,Edge,iOS,social
user_3150,flights to new york,Opera,iOS,organic
user_973,buy shoes online,Edge,Android,ad
user_363,buy shoes online,Firefox,MacOS,organic
user_22,news today,Chrome,MacOS,direct
user_1310,how to train a dog,Firefox,MacOS,direct
user_1566,machine learning course,Edge,Linux,direct
user_1765,machine learning course,Edge,Linux,ad
user_1845,hadoop vs spark,Chrome,Windows,organic
user_4656,weather tomorrow,Safari,MacOS,ad
user_1848,weather tomorrow,Safari,MacOS,email
user_633,hadoop vs spark,Chrome,Linux,email
user_2306,buy shoes online,Firefox,Android,organic
user_4115,machine learning course,Chrome,Windows,email
user_2515,data science jobs,Safari,MacOS,organic
user_2777,news today,Opera,Linux,ad
user_4731,buy shoes online,Firefox,iOS,organic
user_4276,flights to new york,Safari,MacOS,social
user_2964,hadoop vs spark,Edge,iOS,social
user_2406,how to train a dog,Chrome,Linux,social
user_4771,machine learning course,Edge,Android,direct
user_1128,weather tomorrow,Edge,Android,email
user_3191,machine learning course,Opera,Android,direct
user_4841,flights to new york,Chrome,MacOS,email
user_1853,buy shoes online,Edge,iOS,social
user_2664,news today,Opera,Windows,organic
user_4646,best pizza near me,Chrome,Windows,direct
user_4116,data science jobs,Edge,Linux,email
user_430,machine learning course,Chrome,Windows,email
user_392,best pizza near me,Chrome,Android,organic
user_1778,how to train a dog,Opera,Windows,email
user_4880,flights to new york,Safari,Android,direct
user_3163,best pizza near me,Opera,MacOS,email
user_2649,hadoop vs spark,Firefox,Linux,organic
user_3386,flights to new york,Safari,Linux,direct
user_1701,buy shoes online,Opera,iOS,social
user_3332,how to train a dog,Opera,Windows,email
